,school_name,address,service,lat,lon
795,Francis Lewis High School,"58-20 UTOPIA PARKWAY, QUEENS, NY, 11365",School Mental Health Specialist Program,40.7404652,-73.79360919999999
796,Martin Van Buren High School,"230-17 HILLSIDE AVENUE, QUEENS, NY, 11427",Community School MH,40.7336309,-73.7391435
797,Bayside High School,"32-24 CORPORAL KENNEDY STREET, QUEENS, NY, 11361",School Mental Health Specialist Program,40.771266,-73.7813413
798,"Queens High School of Teaching, Liberal Arts and the Sciences","74-20 COMMONWEALTH BLVD, QUEENS, NY, 11426",Prevention Intervention Program MH,40.7444247,-73.72893789999999
799,P.S./M.S 042 R. Vernam,"488 BEACH 66 STREET, QUEENS, NY, 11692",Community School MH,40.594435,-73.7949455
800,P.S. 043,"160 BEACH 29 STREET, QUEENS, NY, 11691",School Mental Health Specialist Program,40.5939052,-73.7614528
801,P.S. 047 Chris Galas,"9 POWER ROAD, QUEENS, NY, 11693",School Mental Health Specialist Program,40.60644190000001,-73.82081579999999
802,M.S. 053 Brian Piccolo,"10-45 NAMEOKE STREET, QUEENS, NY, 11691",Community School MH,40.6039467,-73.7499002
803,P.S. 65 - The Raymond York Elementary School,"103-22 99 STREET, QUEENS, NY, 11417",School-based Mental Health Clinic,40.68265359999999,-73.84156899999999
804,P.S. 104 The Bays Water,"26-01 MOTT AVENUE, QUEENS, NY, 11691",School Mental Health Specialist Program,40.6081998,-73.7648988
805,P.S. 105 The Bay School,"420 BEACH 51 STREET, QUEENS, NY, 11691",Prevention Intervention Program MH,40.5959676,-73.78152349999999
806,Lighthouse Elementary School,"180 BEACH 35 STREET, QUEENS, NY, 11691",School Mental Health Specialist Program,40.594845,-73.7667237
807,P.S./M.S. 114 Belle Harbor,"134-01 CRONSTON AVENUE, QUEENS, NY, 11694",School Mental Health Specialist Program,40.5778438,-73.8543116
808,P.S. 124 Osmond A Church,"129-15 150 AVENUE, QUEENS, NY, 11420",School Mental Health Specialist Program,40.6652798,-73.8113913
809,M.S. 137 America's School of Heroes,"109-15 98 STREET, QUEENS, NY, 11417",Prevention Intervention Program MH,40.6783462,-73.8394184
810,P.S. 146 Howard Beach,"98-01 159 AVENUE, QUEENS, NY, 11414",School Mental Health Specialist Program,40.66023020000001,-73.8347263
811,P.S. 183 Dr. Richard R. Green,"2-45 BEACH 79 STREET, QUEENS, NY, 11693",School-based Mental Health Clinic,40.589004,-73.8060076
812,P.S. 197 The Ocean School,"825 HICKSVILLE ROAD, QUEENS, NY, 11691",Community School MH,40.5998712,-73.7440001
813,J.H.S. 202 Robert H. Goddard,"138-30 LAFAYETTE STREET, QUEENS, NY, 11417",School Mental Health Specialist Program,40.671035,-73.8456739
814,P.S. 207 Rockwood Park,"159-15 88 STREET, QUEENS, NY, 11414",School Mental Health Specialist Program,40.6576617,-73.84401989999999
815,J.H.S. 210 Elizabeth Blackwell,"93-11 101 AVENUE, QUEENS, NY, 11416",School Mental Health Specialist Program,40.6845598,-73.8473279
816,P.S. 223 Lyndon B. Johnson,"125-20 SUTPHIN BOULEVARD, QUEENS, NY, 11434",School-based Health Center w/ Mental Health,40.674555,-73.7902123
817,J.H.S. 226 Virgil I. Grissom,"121-10 ROCKAWAY BOULEVARD, QUEENS, NY, 11420",School Mental Health Specialist Program,40.6750888,-73.816818
818,P.S. 232 Lindenwood,"153-23 83 STREET, QUEENS, NY, 11414",School Mental Health Specialist Program,40.6655901,-73.8508198
819,P.S. 253,"1307 CENTRAL AVENUE, QUEENS, NY, 11691",School Mental Health Specialist Program,40.6073448,-73.748797
820,Frederick Douglass Academy VI High School,"8-21 BAY 25 STREET, QUEENS, NY, 11691",School-based Health Center w/ Mental Health,40.601532,-73.76397899999999
821,Voyages Prep - South Queens,"156-10 BAISLEY BOULEVARD, QUEENS, NY, 11434",School-based Health Center w/ Mental Health,40.6748926,-73.7831781
822,Channel View School for Research,"100-00 BEACH CHANNEL DRIVE, QUEENS, NY, 11694",School-based Mental Health Clinic,40.58601,-73.825317
823,Knowledge and Power Preparatory Academy VI,"8-21 BAY 25 STREET, QUEENS, NY, 11691",School-based Health Center w/ Mental Health,40.601532,-73.76397899999999
824,Hawtree Creek Middle School,"121-10 ROCKAWAY BOULEVARD, QUEENS, NY, 11420",School Mental Health Specialist Program,40.6750888,-73.816818
825,"Queens High School for Information, Research, and Technology","8-21 BAY 25 STREET, QUEENS, NY, 11691",School-based Health Center w/ Mental Health,40.601532,-73.76397899999999
826,Robert H. Goddard High School of Communication Arts and Technology,"138-30 LAFAYETTE STREET, QUEENS, NY, 11417",School Mental Health Specialist Program,40.671035,-73.8456739
827,Academy of Medical Technology: A College Board School,"8-21 BAY 25 STREET, QUEENS, NY, 11691",School-based Health Center w/ Mental Health,40.601532,-73.76397899999999
828,Epic High School - South,"121-10 ROCKAWAY BOULEVARD, QUEENS, NY, 11420",School Mental Health Specialist Program,40.6750888,-73.816818
829,Waterside Children's Studio School,"190 BEACH 110 STREET, ROCKAWAY PARK, NY, 11694",School Mental Health Specialist Program,40.5809346,-73.83143799999999
830,Waterside School For Leadership,"190 BEACH 110 STREET, ROCKAWAY PARK, NY, 11694",School Mental Health Specialist Program,40.5809346,-73.83143799999999
831,Village Academy,"10-45 NAMEOKE STREET, QUEENS, NY, 11691",School-based Health Center w/ Mental Health,40.6039467,-73.7499002
832,Scholars' Academy,"320 BEACH 104TH STREET, QUEENS, NY, 11694",School-based Mental Health Clinic,40.5842722,-73.8250892
833,Rockaway Park High School for Environmental Sustainability,"100-00 BEACH CHANNEL DRIVE, QUEENS, NY, 11694",School-based Mental Health Clinic,40.58601,-73.825317
834,Goldie Maple Academy,"3-65 BEACH 56 STREET, QUEENS, NY, 11692",School Mental Health Specialist Program,40.59398700000001,-73.786652
835,Epic High School - North,"94-25 117TH STREET, QUEENS, NY, 11419",School Mental Health Specialist Program,40.6926886,-73.8290215
836,Rockaway Collegiate High School,"100-00 BEACH CHANNEL DRIVE, QUEENS, NY, 11694",Community School MH,40.58601,-73.825317
837,Wave Preparatory Elementary School,"535 BRIAR PLACE, QUEENS, NY, 11691",School Mental Health Specialist Program,40.5997512,-73.7583581
838,August Martin High School,"156-10 BAISLEY BOULEVARD, QUEENS, NY, 11434",Community School MH,40.6748926,-73.7831781
839,Richmond Hill High School,"89-30 114 STREET, QUEENS, NY, 11418",Community School MH,40.6949961,-73.8339115
840,John Adams High School,"101-01 ROCKAWAY BOULEVARD, QUEENS, NY, 11417",Community School MH,40.6786025,-73.8369699
841,J.H.S. 008 Richard S. Grossley,"108-35 167 STREET, QUEENS, NY, 11433",Community School MH,40.697147,-73.7864872
842,P.S. 040 Samuel Huntington,"109-20 UNION HALL STREET, QUEENS, NY, 11433",School-based Mental Health Clinic,40.6940295,-73.7908532
843,Catherine & Count Basie Middle School 72,"133-25 GUY R BREWER BOULEVARD, QUEENS, NY, 11434",School-based Mental Health Clinic,40.6749335,-73.7757841
844,J.H.S. 157 Stephen A. Halsey,"63-55 102ND STREET, QUEENS, NY, 11374",School Mental Health Specialist Program,40.7323207,-73.85294999999999
845,P.S. 160 Walter Francis Bishop,"109-59 INWOOD STREET, QUEENS, NY, 11435",School-based Mental Health Clinic,40.688145,-73.80000330000001
846,Metropolitan Expeditionary Learning School,"91-30 METROPOLITAN AVENUE, QUEENS, NY, 11375",School Mental Health Specialist Program,40.7085723,-73.85564389999999
847,P.S. 182 Samantha Smith,"153-27 88TH AVENUE, QUEENS, NY, 11432",School Mental Health Specialist Program,40.7066992,-73.8032616
848,J.H.S. 190 Russell Sage,"68-17 AUSTIN STREET, QUEENS, NY, 11375",School Mental Health Specialist Program,40.7231204,-73.85183049999999
849,J.H.S. 217 Robert A. Van Wyck,"85-05 144 STREET, QUEENS, NY, 11435",Prevention Intervention Program MH,40.71050049999999,-73.81199289999999
850,York Early College Academy,"108-35 167 STREET, QUEENS, NY, 11433",School-based Mental Health Clinic,40.697147,-73.7864872
851,The Emerson School,"108-35 167 STREET, QUEENS, NY, 11433",School-based Mental Health Clinic,40.697147,-73.7864872
852,Queens Collegiate: A College Board School,"167-01 GOTHIC DRIVE, JAMAICA, NY, 11432",Prevention Intervention Program MH,40.71443319999999,-73.79825240000001
853,Jamaica Children's School,"109-20 UNION HALL STREET, QUEENS, NY, 11433",School-based Mental Health Clinic,40.6940295,-73.7908532
854,Hillside Arts & Letters Academy,"167-01 GOTHIC DRIVE, JAMAICA, NY, 11432",School-based Mental Health Clinic,40.71443319999999,-73.79825240000001
855,High School for Community Leadership,"167-01 GOTHIC DRIVE, JAMAICA, NY, 11432",School-based Mental Health Clinic,40.71443319999999,-73.79825240000001
856,Redwood Middle School,"133-25 GUY R BREWER BOULEVARD, QUEENS, NY, 11434",School-based Mental Health Clinic,40.6749335,-73.7757841
857,The Queens School for Leadership and Excellence,"88-08 164TH STREET, QUEENS, NY, 11432",School Mental Health Specialist Program,40.7084373,-73.7984476
858,Jamaica Gateway to the Sciences,"167-01 GOTHIC DRIVE, JAMAICA, NY, 11432",School-based Mental Health Clinic,40.71443319999999,-73.79825240000001
859,M.S. 358,"88-08 164TH STREET, QUEENS, NY, 11432",School Mental Health Specialist Program,40.7084373,-73.7984476
860,Forest Hills High School,"67-01 110 STREET, QUEENS, NY, 11375",School Mental Health Specialist Program,40.7298471,-73.8446293
861,Hillcrest High School,"160-05 HIGHLAND AVENUE, QUEENS, NY, 11432",School Mental Health Specialist Program,40.7096949,-73.802857
862,Queens Gateway to Health Sciences Secondary School,"160-20 GOETHALS AVENUE, QUEENS, NY, 11432",School Mental Health Specialist Program,40.7184754,-73.8059729
863,Queens Metropolitan High School,"91-30 METROPOLITAN AVENUE, QUEENS, NY, 11375",School Mental Health Specialist Program,40.7085723,-73.85564389999999
864,Queens High School for the Sciences at York College,"94-50 159 STREET, QUEENS, NY, 11433",School Mental Health Specialist Program,40.7009286,-73.7983153
865,High School for Law Enforcement and Public Safety,"116-25 GUY R BREWER BOULEVARD, QUEENS, NY, 11434",School Mental Health Specialist Program,40.685904,-73.78335919999999
866,"Young Women's Leadership School, Queens","150-91 87 ROAD, QUEENS, NY, 11432",School Mental Health Specialist Program,40.7084525,-73.8041807
867,I.S. 059 Springfield Gardens,"132-55 RIDGEDALE STREET, QUEENS, NY, 11413",School Response Team,40.6813928,-73.7532099
868,Jean Nuzzi Intermediate School,"213-10 92 AVENUE, QUEENS, NY, 11428",School Mental Health Specialist Program,40.7204221,-73.746613
869,P.S./I.S. 116 William C. Hughley,"107-25 WREN PLACE, QUEENS, NY, 11433",School Mental Health Specialist Program,40.7006877,-73.78184519999999
870,P.S./M.S. 138 Sunrise,"251-11 WELLER AVENUE, QUEENS, NY, 11422",School Response Team,40.6599832,-73.7344343
871,P.S./M.S. 147 Ronald McNair,"218-01 116 AVENUE, QUEENS, NY, 11411",School Mental Health Specialist Program,40.6980023,-73.7400729
872,I.S. 192 The Linden,"109-89 204 STREET, QUEENS, NY, 11412",School-based Mental Health Clinic,40.7057537,-73.7527082
873,P.S./I.S. 208,"74-30 COMMONWEALTH BLVD, QUEENS, NY, 11426",School Mental Health Specialist Program,40.7442763,-73.7273748
874,Institute for Health Professions at Cambria Heights,"207- 01 116TH AVENUE, QUEENS, NY, 11411",School-based Health Center w/ Mental Health,40.6983284,-73.7461497
875,Queens Preparatory Academy,"143-10 SPRINGFIELD BOULEVARD, QUEENS, NY, 11413",School-based Health Center w/ Mental Health,40.6697882,-73.7572319
876,Pathways College Preparatory School: A College Board School,"109-89 204 STREET, QUEENS, NY, 11412",Prevention Intervention Program MH,40.7057537,-73.7527082
877,Excelsior Preparatory High School,"143-10 SPRINGFIELD BOULEVARD, QUEENS, NY, 11413",School-based Health Center w/ Mental Health,40.6697882,-73.7572319
878,P.S./I.S. 268,"92-07 175 STREET, QUEENS, NY, 11433",School Mental Health Specialist Program,40.7076619,-73.7852463
879,The Gordon Parks School,"233-15 MERRICK BOULEVARD, QUEENS, NY, 11422",School Mental Health Specialist Program,40.6750479,-73.7362473
880,George Washington Carver High School for the Sciences,"143-10 SPRINGFIELD BOULEVARD, QUEENS, NY, 11413",School-based Health Center w/ Mental Health,40.6697882,-73.7572319
881,Preparatory Academy for Writers: A College Board School,"143-10 SPRINGFIELD BOULEVARD, QUEENS, NY, 11413",Prevention Intervention Program MH,40.6697882,-73.7572319
882,Queens United Middle School,"229-02 137 AVENUE, QUEENS, NY, 11413",School Mental Health Specialist Program,40.6721483,-73.7431888
883,P.S./I.S. 295,"222-14 JAMAICA AVENUE, QUEENS, NY, 11428",School Mental Health Specialist Program,40.7208519,-73.7313284
884,Benjamin Franklin High School for Finance & Information Technology,"207- 01 116TH AVENUE, QUEENS, NY, 11411",School-based Health Center w/ Mental Health,40.6983284,-73.7461497
885,Cambria Heights Academy,"188-04 91ST AVENUE, QUEENS, NY, 11423",School Mental Health Specialist Program,40.7116338,-73.7709983
886,Eagle Academy for Young Men III,"171-10 LINDEN BOULEVARD, QUEENS, NY, 11434",School Mental Health Specialist Program,40.6915373,-73.7783522
887,Collaborative Arts Middle School,"145-00 SPRINGFIELD BOULEVARD, QUEENS, NY, 11413",School Mental Health Specialist Program,40.6650487,-73.75894869999999
888,Community Voices Middle School,"145-00 SPRINGFIELD BOULEVARD, QUEENS, NY, 11413",School Mental Health Specialist Program,40.6650487,-73.75894869999999
889,"Mathematics, Science Research and Technology Magnet High School","207- 01 116TH AVENUE, QUEENS, NY, 11411",School-based Health Center w/ Mental Health,40.6983284,-73.7461497
890,Humanities & Arts Magnet High School,"207- 01 116TH AVENUE, QUEENS, NY, 11411",School-based Health Center w/ Mental Health,40.6983284,-73.7461497
891,I.S. 010 Horace Greeley,"45-11 31ST AVE, QUEENS, NY, 11103",Prevention Intervention Program MH,40.7594986,-73.9122378
892,P.S. 076 William Hallet,"36-36 10 STREET, QUEENS, NY, 11106",School-based Mental Health Clinic,40.7607034,-73.9418144
893,P.S./I.S. 78Q,"48-09 CENTER BOULEVARD, QUEENS, NY, 11109",School Mental Health Specialist Program,40.7444645,-73.95766569999999
894,P.S. 111 Jacob Blackwell,"37-15 13 STREET, QUEENS, NY, 11101",Community School MH,40.7586787,-73.9392002
895,P.S. 122 Mamie Fay,"21-21 DITMARS BOULEVARD, QUEENS, NY, 11105",School Mental Health Specialist Program,40.7802869,-73.9160468
896,Albert Shanker School for Visual and Performing Arts,"31-51 21 STREET, QUEENS, NY, 11106",School-based Mental Health Clinic,40.76603799999999,-73.9299659
897,P.S. 127 Aerospace Science Magnet School,"98-01 25 AVENUE, QUEENS, NY, 11369",School Mental Health Specialist Program,40.7649462,-73.8712888
898,I.S. 141 The Steinway,"37-11 21 AVENUE, QUEENS, NY, 11105",School Mental Health Specialist Program,40.7756029,-73.9045733
899,I.S. 145 Joseph Pulitzer,"33-34 80 STREET, QUEENS, NY, 11372",Prevention Intervention Program MH,40.7543319,-73.88766369999999
900,P.S. 151 Mary D. Carter,"50-05 31 AVENUE, QUEENS, NY, 11377",School-based Mental Health Clinic,40.75761019999999,-73.9081959
901,P.S. 166 Henry Gradstein,"33-09 35 AVENUE, QUEENS, NY, 11106",School-based Mental Health Clinic,40.75738610000001,-73.9261081
902,I.S. 204 Oliver W. Holmes,"36-41 28 STREET, QUEENS, NY, 11106",School-based Mental Health Clinic,40.75647,-73.9326361
903,I.S. 227 Louis Armstrong,"32-02 JUNCTION BOULEVARD, QUEENS, NY, 11369",School Mental Health Specialist Program,40.7577783,-73.8745256
904,Academy for New Americans,"30-14 30 STREET, QUEENS, NY, 11102",School Mental Health Specialist Program,40.7668892,-73.9232147
905,Energy Tech High School,"36-41 28 STREET, QUEENS, NY, 11106",School-based Mental Health Clinic,40.75647,-73.9326361
906,"Young Women's Leadership School, Astoria","23-15 NEWTOWN AVENUE, QUEENS, NY, 11102",School Mental Health Specialist Program,40.7713141,-73.9241864
907,Hunters Point Community Middle School,"1-50 51ST AVENUE, QUEENS, NY, 11101",School Mental Health Specialist Program,40.7435115,-73.9590975
908,The 30th Avenue School (G&T Citywide),"28-37 29 STREET, QUEENS, NY, 11102",School Mental Health Specialist Program,40.7682186,-73.9228164
909,William Cullen Bryant High School,"48-10 31 AVENUE, QUEENS, NY, 11103",Prevention Intervention Program MH,40.7576896,-73.91037779999999
910,Long Island City High School,"14-30 BROADWAY, QUEENS, NY, 11106",Community School MH,40.765532,-73.933142
911,Frank Sinatra School of the Arts High School,"35-12 35TH AVENUE, QUEENS, NY, 11106",School Mental Health Specialist Program,40.756089,-73.9251031
912,Information Technology High School,"21-16 44TH ROAD, QUEENS, NY, 11101",Prevention Intervention Program MH,40.7485509,-73.94641399999999
913,Newcomers High School,"28-01 41 AVENUE, QUEENS, NY, 11101",School Mental Health Specialist Program,40.7512137,-73.9374976
914,Academy of American Studies,"28-04 41 AVENUE, LONG ISLAND CITY, NY, 11101",School Mental Health Specialist Program,40.7511715,-73.93753889999999
915,Baccalaureate School for Global Education,"34-12 36 AVENUE, QUEENS, NY, 11106",School Mental Health Specialist Program,40.7549572,-73.9269348
916,I.S. R002 George L. Egbert,"333 MIDLAND AVENUE, STATEN ISLAND, NY, 10306",School-based Mental Health Clinic,40.5772352,-74.10041269999999
917,I.S. 007 Elias Bernstein,"1270 HUGUENOT AVENUE, STATEN ISLAND, NY, 10312",School Response Team,40.5232568,-74.1862893
918,P.S. 019 The Curtis School,"780 POST AVENUE, STATEN ISLAND, NY, 10310",School Response Team,40.6307516,-74.1272534
919,I.S. 024 Myra S. Barnes,"750 DURANT AVENUE, STATEN ISLAND, NY, 10308",School Mental Health Specialist Program,40.5457105,-74.14600899999999
920,I.S. 027 Anning S. Prall,"11 CLOVE LAKE PLACE, STATEN ISLAND, NY, 10310",School-based Mental Health Clinic,40.6283442,-74.1177197
921,The Eagle Academy for Young Men of Staten Island,"101 WARREN STREET, STATEN ISLAND, NY, 10304",School-based Mental Health Clinic,40.6206375,-74.0809565
922,I.S. 034 Tottenville,"528 ACADEMY AVENUE, STATEN ISLAND, NY, 10307",School Response Team,40.5076805,-74.24316019999999
923,P.S. 044 Thomas C. Brown,"80 MAPLE PARKWAY, STATEN ISLAND, NY, 10303",School-based Mental Health Clinic,40.6317646,-74.15698909999999
924,CSI High School for International Studies,"100 ESSEX DRIVE, STATEN ISLAND, NY, 10314",School Mental Health Specialist Program,40.5822009,-74.1598929
925,P.S. 048 William G. Wilcox,"1050 Targee Street, STATEN ISLAND, NY, 10304",School Mental Health Specialist Program,40.6030173,-74.09197089999999
926,I.S. 49 Berta A. Dreyfus,"101 WARREN STREET, STATEN ISLAND, NY, 10304",Prevention Intervention Program MH,40.6206375,-74.0809565
927,I.S. 051 Edwin Markham,"80 WILLOWBROOK ROAD, STATEN ISLAND, NY, 10302",Prevention Intervention Program MH,40.6229743,-74.1445227
928,P.S. 057 Hubert H. Humphrey,"140 PALMA DRIVE, STATEN ISLAND, NY, 10304",School-based Mental Health Clinic,40.61110499999999,-74.0835548
929,I.S. 061 William A Morris,"445 CASTLETON AVENUE, STATEN ISLAND, NY, 10301",School Response Team,40.6344045,-74.0979349
930,Marsh Avenue School for Expeditionary Learning,"100 ESSEX DRIVE, STATEN ISLAND, NY, 10314",School Mental Health Specialist Program,40.5822009,-74.1598929
931,Gaynor McCown Expeditionary Learning School,"100 ESSEX DRIVE, STATEN ISLAND, NY, 10314",School Mental Health Specialist Program,40.5822009,-74.1598929
932,I.S. 072 Rocco Laurie,"33 FERNDALE AVENUE, STATEN ISLAND, NY, 10314",School Mental Health Specialist Program,40.5926924,-74.15903879999999
933,I.S. 075 Frank D. Paulo,"455 HUGUENOT AVENUE, STATEN ISLAND, NY, 10312",School Mental Health Specialist Program,40.5443339,-74.19729629999999
934,P.S. 78,"35 Hill Street, Staten Island, NY, 10304",Community School MH,40.6221611,-74.078991
935,The Michael J. Petrides School,"715 OCEAN TERRACE, STATEN ISLAND, NY, 10301",School Mental Health Specialist Program,40.6084411,-74.1052619
936,New Dorp High School,"465 NEW DORP LANE, STATEN ISLAND, NY, 10306",School-based Health Center w/ Mental Health,40.5699932,-74.1067447
937,Port Richmond High School,"85 ST JOSEPHS AVENUE, STATEN ISLAND, NY, 10302",Community School MH,40.634843,-74.142015
938,Curtis High School,"105 HAMILTON AVENUE, STATEN ISLAND, NY, 10301",Prevention Intervention Program MH,40.645061,-74.0819432
939,Tottenville High School,"100 LUTEN AVENUE, STATEN ISLAND, NY, 10312",Prevention Intervention Program MH,40.5281992,-74.19335219999999
940,Susan E. Wagner High School,"1200 MANOR ROAD, STATEN ISLAND, NY, 10314",Prevention Intervention Program MH,40.5974853,-74.12491360000001
941,Staten Island Technical High School,"485 CLAWSON STREET, STATEN ISLAND, NY, 10306",School Mental Health Specialist Program,40.5683236,-74.11704519999999
942,Staten Island School of Civic Leadership,"280 REGIS DRIVE, STATEN ISLAND, NY, 10314",School Mental Health Specialist Program,40.6204522,-74.1644159
943,P.S./I.S. 045 Horace E. Greene,"84 SCHAEFER STREET, BROOKLYN, NY, 11207",School Mental Health Specialist Program,40.6867032,-73.91015500000002
944,P.S. 116 Elizabeth L Farrell,"515 KNICKERBOCKER AVENUE, BROOKLYN, NY, 11237",School-based Mental Health Clinic,40.6980413,-73.9165551
945,P.S. 145 Andrew Jackson,"100 NOLL STREET, BROOKLYN, NY, 11206",School-based Mental Health Clinic,40.701515,-73.9322622
946,J.H.S. 162 The Willoughby,"1390 Willoughby Avenue, Brooklyn, NY, 11237",School Mental Health Specialist Program,40.7067061,-73.9196324
947,The Brooklyn School for Math and Research,"400 IRVING AVENUE, BROOKLYN, NY, 11237",Community School MH,40.6967365,-73.9120081
948,P.S. 274 Kosciusko,"800 BUSHWICK AVENUE, BROOKLYN, NY, 11221",School-based Mental Health Clinic,40.69464199999999,-73.9278137
949,J.H.S. 291 Roland Hayes,"231 PALMETTO STREET, BROOKLYN, NY, 11221",Community School MH,40.6957854,-73.915361
950,I.S. 347 School of Humanities,"35 STARR STREET, BROOKLYN, NY, 11221",School-based Mental Health Clinic,40.7012793,-73.9276237
951,"I.S. 349 Math, Science & Tech.","35 STARR STREET, BROOKLYN, NY, 11221",Community School MH,40.7012793,-73.9276237
952,P.S. 377 Alejandrina B. De Gautier,"200 WOODBINE STREET, BROOKLYN, NY, 11221",School-based Mental Health Clinic,40.6937526,-73.9149302
953,J.H.S. 383 Philippa Schuyler,"1300 GREENE AVENUE, BROOKLYN, NY, 11237",School Mental Health Specialist Program,40.697892,-73.919072
954,P.S. /I.S. 384 Frances E. Carter,"242 COOPER STREET, BROOKLYN, NY, 11207",School Mental Health Specialist Program,40.6897153,-73.9050266
955,Academy for Excellence in Leadership,"400 IRVING AVENUE, BROOKLYN, NY, 11237",Community School MH,40.6967365,-73.9120081
956,EBC High School for Public Service - Bushwick,"1155 DEKALB AVENUE, BROOKLYN, NY, 11221",School Mental Health Specialist Program,40.69471679999999,-73.929277
957,The Brooklyn School for Social Justice,"400 IRVING AVENUE, BROOKLYN, NY, 11237",Community School MH,40.6967365,-73.9120081
958,The Academy of Urban Planning and Engineering,"400 IRVING AVENUE, BROOKLYN, NY, 11237",Community School MH,40.6967365,-73.9120081
959,All City Leadership Secondary School,"321 Palmetto Street, Brooklyn, NY, 11237",School Mental Health Specialist Program,40.6976472,-73.9132482
960,Evergreen Middle School for Urban Exploration,"125 COVERT STREET, BROOKLYN, NY, 11207",School Mental Health Specialist Program,40.6889301,-73.91035459999999
961,Bushwick Community High School,"231 PALMETTO STREET, BROOKLYN, NY, 11221",School-based Mental Health Clinic,40.6957854,-73.915361
962,P.S. K053,"544 7TH AVENUE, BROOKLYN, NY, 11215",School-based Mental Health Clinic,40.6602554,-73.98805329999999
963,P.S. K140,"141 MACON STREET, BROOKLYN, NY, 11216",H+H School,40.6820023,-73.9452586
964,P.S. 368,"70 Tompkins Avenue, Brooklyn, NY, 11206",H+H School,40.696622,-73.9472359
965,P.S. K753 - School for Career Development,"510 CLERMONT AVENUE, BROOKLYN, NY, 11238",H+H School,40.6826484,-73.9690981
966,P.S. M169 - Robert F. Kennedy,"110 EAST 88 STREET, MANHATTAN, NY, 10128",School-based Mental Health Clinic,40.7808828,-73.95565959999999
967,P.S. X017,"778 FOREST AVENUE, BRONX, NY, 10456",School-based Mental Health Clinic,40.8186399,-73.9053941
968,P.S. X176,"750 BAYCHESTER AVENUE, BRONX, NY, 10475",School-based Health Center w/ Mental Health,40.8741149,-73.83285459999999
969,Beginning with Children Charter School II,"215 HEYWARD STREET, BROOKLYN, NY, 11206",School-based Health Center w/ Mental Health,40.7039101,-73.9537081
970,Success Academy Charter School - Cobble Hill,"284 BALTIC STREET, BROOKLYN, NY, 11201",School-based Health Center w/ Mental Health,40.6849801,-73.9937004
971,KIPP AMP Charter School,"1224 PARK PLACE, BROOKLYN, NY, 11213",School-based Mental Health Clinic,40.6723193,-73.9372221
972,Achievement First East New York Charter School,"557 PENNSYLVANIA AVENUE, BROOKLYN, NY, 11207",School-based Mental Health Clinic,40.6637837,-73.89325869999999
973,Explore Excel Charter School,"1077 REMSEN AVENUE, BROOKLYN, NY, 11236",School-based Mental Health Clinic,40.6426492,-73.908012
974,Community Roots Charter School,"51 SAINT EDWARDS STREET, BROOKLYN, NY, 11205",School-based Mental Health Clinic,40.6951863,-73.97767689999999
975,Kings Collegiate Charter School,"1084 LENOX ROAD, BROOKLYN, NY, 11212",School-based Mental Health Clinic,40.6579834,-73.92013759999999
976,Bedford Stuyvesant Collegiate Charter School,"800 GATES AVENUE, BROOKLYN, NY, 11221",School-based Mental Health Clinic,40.6878785,-73.93222279999999
977,La Cima Charter School,"800 GATES AVENUE, BROOKLYN, NY, 11221",School-based Mental Health Clinic,40.6878785,-73.93222279999999
978,Brooklyn Prospect Charter School,"3002 FORT HAMILTON PARKWAY, BROOKLYN, NY, 11218",School-based Mental Health Clinic,40.6480768,-73.9785922
979,"Math, Engineering, and Science Academy Charter High School","231 PALMETTO STREET, BROOKLYN, NY, 11221",School-based Mental Health Clinic,40.6957854,-73.915361
980,New Visions Charter High School for Advanced Math and Science III,"3000 AVENUE X, BROOKLYN, NY, 11235",School-based Health Center w/ Mental Health,40.5935047,-73.9368992
981,New Visions Charter High School for the Humanities III,"3000 AVENUE X, BROOKLYN, NY, 11235",School-based Health Center w/ Mental Health,40.5935047,-73.9368992
982,Achievement First North Brooklyn Prep Charter School,"200 WOODBINE STREET, BROOKLYN, NY, 11221",School-based Mental Health Clinic,40.6937526,-73.9149302
983,Brooklyn Prospect Charter School Downtown,"1104 FULTON STREET, BROOKLYN, NY, 11238",School-based Mental Health Clinic,40.68108,-73.956799
984,Brooklyn Emerging Leaders Academy Charter School,"125 STUYVESANT AVENUE, BROOKLYN, NY, 11221",School-based Mental Health Clinic,40.6916202,-73.9332768
985,Brooklyn Prospect Charter School 15.2,"3002 FORT HAMILTON PARKWAY, BROOKLYN, NY, 11218",School-based Mental Health Clinic,40.6480768,-73.9785922
986,Democracy Prep Endurance Charter School,"250 WEST 127 STREET, MANHATTAN, NY, 10027",School-based Mental Health Clinic,40.8106338,-73.9487487
987,KIPP NYC Washington Heights Academy Charter School,"21 JUMEL PLACE, MANHATTAN, NY, 10032",School-based Health Center w/ Mental Health,40.839456,-73.9357066
988,Manhattan Charter School II,"220 HENRY STREET, MANHATTAN, NY, 10002",School-based Health Center w/ Mental Health,40.7134455,-73.9860332
989,East Harlem Scholars Academy Charter School II,"1573 MADISON AVENUE, MANHATTAN, NY, 10029",School-based Mental Health Clinic,40.7936872,-73.9486109
990,Success Academy Charter School - Union Square,"40 IRVING PLACE, MANHATTAN, NY, 10003",School-based Health Center w/ Mental Health,40.73518079999999,-73.9870892
991,New York City Charter School of the Arts,"26 Broadway, MANHATTAN, NY, 10004",School-based Mental Health Clinic,40.7052022,-74.0131655
